Age,Contacts_x_ResolutionTime,Customer_Support_Contacts,Days_Since_Last_Purchase,Purchase_Count,Resolution_Delay_Ratio,Resolution_Time_Hours,Support_Efficiency_Score,Total_Spent,tfidf_and,tfidf_expected,tfidf_great,tfidf_is,tfidf_its,tfidf_no,tfidf_not,tfidf_of,tfidf_on,tfidf_than,tfidf_to,Country_Australia,Country_Canada,Country_Ireland,Country_USA,Country_United Kingdom,Country_Unknown,Gender_Female,Gender_Male,Gender_Unknown
-0.375,0.6182377335632079,1.5,0.12844036697247707,-0.25,0.31596945172688934,0.0024058022289050306,-0.8884026258205688,0.08779388267518826,0.0,0.0,0.5576833742794771,0.0,0.0,0.0,0.2406771876486101,0.0,0.0,0.0,0.006249732572885544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8125,1.2582203376667755,0.5,-0.6513761467889908,1.25,-0.5316311410007979,0.7667433221298425,-0.28300510576221716,0.5442650079890435,1.7672709221218268,0.0,0.0,0.0,0.2727046188745087,0.0,0.0,0.0,3.1514540477260935,0.0,0.032689103336946725,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6875,2.4067843996085925,-0.5,-0.27522935779816515,-0.25,-0.6492647896956572,5.746895453741377,-0.8125455871626555,-0.31440881077379595,2.237824969489428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5479626774818499,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.25,0.703539754282963,2.0,-0.5871559633027523,0.75,-0.17964208366579273,-0.03481337343003716,-1.2830051057622183,-0.3312428669253595,0.6953949942519099,0.2169412183635332,0.2299088248950767,0.8506427934708979,0.0,0.0,0.3968833351923731,0.0,0.0,0.2146104759614616,-0.0910068856669111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.625,1.4175170464252986,1.0,-0.24770642201834864,-0.75,-0.23161974239142824,0.5619670971165752,-0.6331145149525891,-0.2733451266834056,1.5962498259450182,0.0,0.2638729964664122,0.9763072945902039,0.0,0.0,0.0,0.0,0.0,0.0,0.5009600343272177,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.8125,-0.13196030007921347,-0.5,0.07339449541284404,0.25,-0.2817736236179186,-0.0359455156554042,0.7432530999270607,-0.059478429582287155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8015647724510653,0.0,0.0,-0.5479626774818499,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.875,2.364040196946399,-0.5,-0.44036697247706424,0.75,-0.6351305140772826,5.64953122235981,-0.7862873814733775,-0.30170623145400594,0.9288251672953733,0.2897640407327643,0.0,0.0,0.0,0.0,0.0,1.189211528789696,0.0,0.2866509147835972,0.06238402228939999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.375,-0.2707547023282544,-0.5,-0.46788990825688076,-0.5,1.83289638664083,-0.3520962320891562,0.8278628738147348,-0.07834398539146312,0.0,0.0,0.0,0.0,0.2524858753267506,0.0,0.0,2.094946140477562,0.0,0.0,-0.5479626774818499,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5625,1.569855396610907,0.5,-0.7064220183486238,0.25,-0.5886241878490824,1.0033610472315584,-0.34719183078045174,0.6902134215932436,0.0,0.0,0.2688996105212169,0.9949053324133733,0.0,0.2605655611854046,0.0,0.0,1.4503537384126668,0.0,0.5209413500214682,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.4375,0.2646661385769536,1.0,-0.03669724770642202,0.5,-0.05790493559785701,-0.09453387581814966,-0.456601021152443,1.382612417256334,1.6433301592301968,0.0,0.0,2.0102056655532374,0.0,0.0,0.0,2.104020476377645,0.0,0.0,-0.008032680622844063,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.125,10.879393628752934,1.0,-0.7614678899082569,-0.5,-0.6305710703294198,5.950114983194765,-2.082421590080234,-0.5709712394430495,0.0,0.0,0.0,0.0,0.0,0.0,0.2630391600758791,0.0,0.0,0.0,0.6634489088731084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0625,-0.1410310175046208,0.0,-0.1743119266055046,-0.5,1.3514191268665223,-0.23591013621086154,0.3916849015317292,0.11913375941565851,0.0,0.0,0.0,2.9969754149681247,0.0,0.0,0.0,1.5684210198855213,0.0,0.0,0.257008154169307,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.75,-0.29846388021682746,-1.0,1.3302752293577982,1.25,0.0,0.0,-0.5769511305616338,4.218015293312029,1.0261426778561067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5479626774818499,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.8125,1.0705931690042405,0.0,-0.5504587155963303,-0.75,-0.5480451384931039,1.144029718733416,0.020423048869438458,1.1512268888381647,0.0,0.0,0.0,2.1149708525549893,0.0,0.0,0.0,1.106837488564359,0.0,0.0,0.588176002599551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.75,1.170433188885265,0.5,-0.06422018348623854,0.25,-0.21474980052433598,0.7000884486113569,-0.26549963530269893,1.8772255192878338,0.6114284989121845,0.3814926612720042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3773940343332737,-0.14618268745013516,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.625,1.560536166379324,0.5,0.5412844036697247,0.0,0.2202211330217714,0.9962851583230143,-0.34500364697301183,0.6198870120976946,1.3784471786020014,0.4300318708756247,0.0,0.0,0.0,0.0,0.3933611243625778,0.0,0.0,0.0,-0.5479626774818499,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,-0.1230759672584378,0.5,0.1743119266055046,0.5,1.0276986207682663,-0.28204493189456925,-0.0014587892049595938,0.4202636384387125,0.8955438096752425,0.0,0.0,2.1909501628128134,0.0,0.0,0.0,0.0,1.5969623720898507,0.0,0.04051428027271549,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.75,-0.03243092120590839,0.0,-0.6605504587155964,0.25,0.5453094722443861,-0.11222359808951,0.35813274981765125,0.5132561059118922,0.0,0.0,0.0,1.808521830628218,0.2281379057325161,0.0,0.0,1.892924206126201,0.0,0.0,0.4235550165166866,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.4375,0.8840221797679514,-0.5,-0.08256880733944955,-0.25,-0.5439416391200274,2.278294710773041,0.12035010940919084,-0.7805695046792969,1.2494908991330902,0.0,0.0,1.5284412997514425,0.0,0.0,0.0,1.5997725241378433,2.2281321456600343,0.0,-0.5479626774818499,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.14227358153549852,0.0,0.7889908256880734,-0.75,0.7673543827653027,-0.23732531399257034,0.3924142961342095,-0.649377995891349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5479626774818499,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.1875,-0.2530481648882469,-0.5,-0.009174311926605505,-1.0,1.6514305254758919,-0.3117636653104547,0.8176513493800155,-0.5516263410180323,0.5221480806505556,0.0,0.1726305950371878,0.6387182904701163,0.0,0.0,0.0,2.0055804012713234,0.9311111622336583,0.0,0.13826196206996086,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.125,-0.29846388021682746,-1.0,-0.5229357798165137,2.0,0.0,0.0,-0.5769511305616338,1.8225804610819445,0.0,0.0,0.0,0.0,0.4788814488741386,0.0,0.0,0.0,2.767046789790204,0.0,0.4716876945487441,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.875,-0.29846388021682746,-1.0,0.01834862385321101,1.75,0.0,0.0,-0.5769511305616338,1.7617610134672448,0.0,0.2416971633704499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47023865374045004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.375,0.03864374136029697,0.0,2.036697247706422,-0.25,0.47646187165165854,-0.031275428975765095,0.3369803063457335,0.706739328920338,0.8053876657567455,0.251255448929701,0.0,0.9851914659859408,0.0,0.0,0.0,1.0311696226447795,0.0,0.0,0.5105049892857941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0625,-0.17899134864793503,-0.5,-0.24770642201834864,-0.5,1.5907899236293173,-0.14307447373076243,0.7716994894237785,-0.2862303127139922,0.8344094455612968,0.0,0.0,1.0206923943051025,0.0,0.0,0.0,0.0,0.0,0.0,0.00034185741706434133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.25,0.39637792584999154,-0.5,-0.3394495412844037,0.25,-0.4167331585546563,1.1675216699097826,0.41940189642596665,-0.3452579319790002,0.6213055372239554,0.0,0.0,1.5200255456301655,0.1917452356765487,0.0,0.0,1.590964012999531,0.0,0.0,-0.13969231881094582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.625,-0.29846388021682746,-1.0,-0.3211009174311927,1.0,0.0,0.0,-0.5769511305616338,2.420857110248801,3.000920943242619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43801523228773714,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.375,-0.25634095957007286,0.5,-0.7155963302752294,0.25,3.1273224666590673,-0.3832301432867504,0.02625820568927787,1.1047306551015748,0.0,0.0,0.0,0.9904073360238052,0.0,0.0,0.2310465507597161,1.0366289134774767,1.443796646329189,0.0,-0.015926937067897676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.1875,-0.07840579034838388,0.0,0.10091743119266056,0.0,0.5425738059956685,-0.1645851760127366,0.3727206418672503,-0.12345925587765344,1.1641590271434425,0.0,0.0,0.7120294904904985,0.0,0.0,0.0,2.9810375195902066,0.0,0.0,0.21702587498698273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.0625,1.1250174735566845,0.0,-0.1743119266055046,7.0,-0.41171777043200725,1.2060145055722626,0.0036469730123995024,1.755495320703036,1.4338911165835513,0.0,0.237033789692331,0.0,0.0,0.0,0.2045914528276865,0.9179337010406522,0.0,0.0,-0.07684564617526177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.5625,0.4017209511827657,1.5,-0.41284403669724773,-0.25,0.6515445115695887,-0.09623208915620027,-0.8614150255288117,0.6513980826295367,0.0,0.0,0.3798941897893518,1.4055756884202038,0.0,0.0,0.3278988380124398,0.0,0.0,0.0,-0.5479626774818499,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.5625,-0.07032912414767875,0.5,-0.3853211009174312,-1.0,0.25943234925339115,-0.24199540067220948,-0.011670313639678824,-0.7147055466788405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5479626774818499,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0625,0.049205535622757576,1.0,-0.6238532110091743,0.5,0.46779892853071925,-0.21722978949230498,-0.42377826404084645,1.3313113444419082,0.0,0.0,0.0,0.0,0.3243539534342737,0.0,0.0,1.345627873274893,0.0,0.0,0.14266259118620836,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.4375,-0.29846388021682746,-1.0,0.11926605504587157,-0.5,0.0,0.0,-0.5769511305616338,-0.4494692992467473,0.8037899165029421,0.0,0.0,0.0,0.0,0.2575096311411501,0.0,0.0,1.433343894349435,0.0,0.5084051732634517,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.25,-0.2035941164593138,-0.5,-0.5871559633027523,0.75,1.1649378775789354,-0.199115513886432,0.7870167760758578,1.7448813056379822,2.5854191329236302,0.0,0.0,0.0,0.3989517003020084,0.0,0.0,0.0,0.0,0.0,-0.5479626774818499,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.4375,-0.22018234627153133,0.5,-0.5504587155963303,0.5,2.0631482959078995,-0.35577569432159917,0.018964259664478865,0.4656642319105228,1.4020847274697723,0.0,0.0,0.0,0.0,0.0,0.0,1.7951444264825511,0.0,0.0,-0.5479626774818499,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.4375,-0.25559542115154626,-0.5,-0.1559633027522936,-0.25,1.6500626923515331,-0.31756589421546083,0.8191101385849752,-0.5538404473864414,0.9100142123952909,0.2838956184571691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2808455408338765,0.050023026219231964,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4375,-0.29846388021682746,-1.0,0.7981651376146789,-0.25,0.0,0.0,-0.5769511305616338,0.7134729513809632,1.5201646965726445,0.0,0.0,0.9297716799209206,0.0,0.0,0.0,0.9731634361757047,0.0,0.0,0.45096321119060984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.75,-0.12723855676187815,-0.5,-0.03669724770642202,-0.5,-0.10805881682434743,-0.025190164514417142,0.7403355215171415,-0.2526649166856882,3.083300066410034,0.0,0.0,0.9429126623285414,0.0,0.0,0.0,1.9738353970154707,0.0,0.0,0.46508158865149163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.06511035521799236,0.0,-0.045871559633027525,0.75,0.9725293514191269,-0.0011321422253670378,0.3282275711159739,0.417695731568135,0.0,0.0,0.0,1.0989146481054144,0.0,0.0,0.0,0.0,0.0,0.2772475091555496,0.6326866315261958,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3125,0.16265163164189306,0.5,0.009174311926605505,-0.5,1.1011056651088567,-0.06509817795860608,-0.05981035740335475,0.04992581602373888,1.335425304715835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32956783765020436,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,-0.08163645682866597,0.0,1.81651376146789,-0.5,0.6656787871879631,-0.16826463824517957,0.37345003646973063,0.005655101574982927,0.7851629627265205,0.0,0.0,0.9604515727958013,0.2423143659803346,0.0,0.0,0.0,1.4001277144526751,0.0,-0.032018837934323134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.29846388021682746,0.0,-0.7614678899082569,0.0,0.0,0.0,-1.3873085339168494,0.9191451723350833,0.0,0.0,0.2195937217736788,0.8124778029006982,0.0,0.2127878178619954,0.3790767436814035,0.0,0.0,0.0,0.3249452942454204,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.1875,0.002857897271018753,0.0,-0.3944954128440367,-0.25,-0.07842243246323946,-0.07203254908897931,0.3479212253829331,-0.536184661036293,0.0,0.0,0.3676615815044614,1.3603160943718102,0.0,0.0,0.3173404821589296,1.4238010398387042,0.0,0.0,-0.5479626774818499,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.8125,-0.29846388021682746,-1.0,-0.10091743119266056,10.25,0.0,0.0,-0.5769511305616338,0.18102602145628852,0.0,0.0,0.0,0.0,0.0,0.4252182021292595,0.0,0.8496813082501184,2.366839294853941,0.0,-0.5479626774818499,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.125,0.8269263625491202,0.0,1.5596330275229358,1.5,-0.46004787415935255,0.8665133557403149,0.09482129832239225,2.372774480712166,0.6423138733637761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2961879046269994,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.5,-0.06187968873771028,1.0,-0.22018348623853212,-0.75,0.9205516926934916,-0.28048823633468956,-0.4070021881838075,-0.4257646656014608,0.8494596279789494,0.0,0.0,2.0782050974126025,0.0,0.0,0.0,0.0,0.0,0.0,0.5684258502656756,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0625,0.03628286970162934,0.0,0.3577981651376147,1.0,0.12492875869143968,-0.03396426676101184,0.33770970094821384,0.07619835653960282,0.0,0.0,0.2879781517603256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5967805434284159,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6875,-0.12102573660748957,0.5,0.3119266055045872,0.5,0.3597401117063718,-0.28048823633468956,-0.0014587892049595938,2.680968956859164,1.7691189678941313,0.0,0.0,1.082038491268362,0.0,0.0,0.0,1.1325364269286575,1.577374771035427,0.0,0.033296294376696914,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5,-0.29846388021682746,-1.0,-0.7431192660550459,0.25,0.0,0.0,-0.5769511305616338,0.3025622004108651,0.0,0.0,0.4978553234550702,0.9210108469769467,0.0,0.0,0.0,0.9639937416414036,0.0,0.0,-0.5479626774818499,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5,0.9339111256076917,0.0,-0.8256880733944955,0.0,-0.4039667160606406,0.988360162745445,0.06272793581327497,-0.13922049760328692,0.6136553807399923,0.1914410472515508,0.0,0.0,0.0,0.0,0.1751160104544891,0.0,0.0,0.0,-0.5479626774818499,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.5,0.07281425220943422,0.5,1.6972477064220184,0.5,0.5717542459819903,-0.13330974703697152,-0.040846097738876916,0.2657669481853458,0.0,0.0,0.0,1.1129098786376972,0.0,0.0,0.0,1.1648485591011593,0.0,0.0,0.6477227940578675,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.1875,-0.29846388021682746,-1.0,-0.3211009174311927,-0.75,0.0,0.0,-0.5769511305616338,-0.3845868523168226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09117052000132539,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.1875,3.47445754314027,1.0,-0.22935779816513763,-0.5,-0.29909950985979705,1.7333097470369716,-0.9482129832239246,0.021861447158183032,1.5348614882393647,0.0,0.2537250081282504,0.0,0.0,0.0,0.0,1.9651437549055044,0.0,0.0,-0.5479626774818499,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0625,-0.29846388021682746,-1.0,0.6972477064220184,-1.0,0.0,0.0,-0.5769511305616338,-0.7693506048847295,0.7687807294805952,0.0,0.0,0.9404119855586268,0.0,0.0,0.0,1.9686006340070257,2.7418287840401954,0.0,0.46239491748413386,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.1875,-0.29846388021682746,-1.0,0.5779816513761468,-1.0,0.0,0.0,-0.5769511305616338,-0.7008616754165715,0.7778962190654953,0.0,0.0,1.903125039110117,0.0,0.0,0.0,0.9959712381699699,1.3871694246751067,0.0,-0.5479626774818499,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.5625,-0.20881288538900022,-0.5,0.07339449541284404,-1.25,0.6515445115695887,-0.21100300725278615,0.7899343544857771,-0.716668568819904,0.0,0.3774871487249184,0.0,0.0,0.3734315556458018,0.0,0.0,1.5492331902136676,2.157741941529362,0.3734315556458018,-0.5479626774818499,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9375,0.9767795846729728,0.5,0.8532110091743119,0.75,-0.29454006611193434,0.5530514770918097,-0.2253829321663023,0.24279274138324583,0.0,0.0,0.0,1.2067076412074358,0.0,0.0,0.0,0.0,0.0,0.0,0.74849701137801,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4375,-0.29846388021682746,-1.0,-0.5871559633027523,0.5,0.0,0.0,-0.5769511305616338,0.7554154302670623,1.9412097210835502,0.0,0.0,0.7915290702908491,0.0,0.0,0.0,0.82846914625612,0.0,0.0,-0.12276211640559656,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4375,-0.18669524563937687,-0.5,-0.1926605504587156,1.0,0.7363501652798358,-0.1606226782239519,0.7768052516411387,14.33332001826067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5479626774818499,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.25,-0.1435161455663762,-0.5,2.5137614678899083,0.25,0.8462327596033283,-0.06226782239518838,0.7505470459518607,-0.4028132846382104,1.532098594854943,0.0,0.2532682795232322,0.937070757895139,0.236415570560316,0.2454186945697561,0.0,0.9808031567175365,0.0,0.0,0.45880517724458353,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0625,0.016774614416849187,0.0,-0.3211009174311927,0.0,-0.1541091986777613,-0.05618255793384043,0.34354485776805327,-0.2731739328920338,0.7215826098857057,0.0,0.23856687389879,0.8826768269356318,0.2226924102605584,0.0,0.0,1.8477414025051973,0.0,0.0,-0.5479626774818499,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.75,-0.1905471941350978,-0.5,-0.11926605504587157,-0.75,0.4450017097914054,-0.1693967804705466,0.7789934354485786,-0.3962166172106824,0.0,0.0,0.0,0.0,0.0,0.4511885108412084,0.0,0.0,2.5113946004620558,0.0,-0.5479626774818499,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0625,1.8534085084572016,-0.5,2.5137614678899083,1.0,-0.6282913484554885,4.486396603573325,-0.473377097009482,1.532886327322529,0.9017603620827777,0.0,0.0,0.0,0.2782982651722379,0.0,0.25733120241447,1.1545593902424736,0.0,0.0,-0.5479626774818499,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.1875,-0.10002640448565615,0.0,0.23853211009174313,0.5,0.8261712071127324,-0.1892092694144702,0.37928519328957006,-0.1345754393973978,0.0,0.0,0.8212419719614472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5479626774818499,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4375,-0.28970380379913957,-0.5,0.8623853211009175,-0.75,3.307420494699647,-0.39525915443127546,0.8395331874544136,-0.5168055238530016,0.0,0.0,0.0,0.9575957797150365,0.0,0.0,0.0,1.0022860661168973,4.187893783709788,0.0,-0.5479626774818499,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.0,-0.29846388021682746,-1.0,0.12844036697247707,0.0,0.0,0.0,-0.5769511305616338,-0.646889979456745,1.16022897899769,0.0,0.0,0.0,0.0,0.3717017721755343,0.0,1.4854869640081345,0.0,0.0,-0.5479626774818499,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.5,0.9262072286162498,0.0,-0.7155963302752294,0.5,-0.5088339222614842,0.9795860604988502,0.06491611962071488,3.7876455147226653,0.7106947837344102,0.2217142682107066,0.0,0.8693582800252868,0.0,0.0,0.0,1.819861175227806,0.0,0.2193322457902506,-0.08095313567537005,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.3125,0.22471770498423504,0.5,-0.4036697247706422,-0.5,-0.03465177248375696,-0.0179727578277021,-0.07221006564551388,-0.3616354713535722,0.0,0.0,0.0,0.0,0.0,0.2001239438477931,0.0,1.5995700425738242,2.227850133264592,0.0,-0.13748385479018857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.625,-0.2176972182097759,-0.5,-0.7614678899082569,-1.0,0.8576313689729853,-0.23124004953122237,0.7957695113056165,-0.8081659438484364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5479626774818499,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
